Country,Year,Econ_Index,Institutional_Index,Quality_Of_Life_Index_FA,Sustainability_Index_FA,Weight_Scheme,Economic_Weight,Institutional_Weight,Quality_of_Life_Weight,Sustainability_Weight,Sensitivity_EoLI_Score,Sensitivity_EoLI_Rank,Baseline_Rank,Rank_Change_vs_Baseline
Italy,1978,-0.583,-0.31513,0.484,0.23297,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.043829999999999966,45,44,1
India,1978,-0.811,-0.35026,-1.046,-1.08816,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.885895,196,170,26
Iceland,1978,-0.22,-0.03314,0.758,0.26713,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.1741245,17,13,4
Canada,1978,-0.429,0.00931,0.726,0.22174,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.09550550000000001,22,20,2
Switzerland,1978,0.166,-0.15891,0.577,0.6656,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.3743235,6,5,1
Chile,1978,-1.001,-0.44208,0.109,-0.2506,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.43252199999999996,105,97,8
Brazil,1978,-0.526,-1.12236,-0.474,-0.6435,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.646179,138,135,3
China,1978,-0.796,-0.39247,-0.532,-0.73363,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.660841,144,128,16
Colombia,1978,-1.017,-0.97068,-0.246,0.16265,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.44297449999999994,108,122,-14
Costa Rica,1978,-0.901,-0.61609,0.454,0.44494,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1161845,63,72,-9
Cyprus,1978,-0.803,-0.31403,0.435,0.38536,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.06612849999999998,51,56,-5
Germany,1978,-0.206,0.0051,0.477,0.11621,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.07503850000000001,26,23,3
Bahrain,1978,-0.391,-0.45787,0.358,0.02459,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.10577399999999999,61,58,3
Israel,1978,-0.638,-0.1385,0.72,0.32906,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.04699599999999998,27,25,2
Poland,1978,-0.411,-0.3334,0.432,0.19665,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.0180825,38,38,0
United Arab Emirates,1978,0.906,-0.68395,-0.091,-0.0465,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.13473250000000003,19,35,-16
Argentina,1978,-0.182,0.16222,0.084,0.37138,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.116516,21,26,-5
Australia,1978,-0.17,0.0954,0.78,0.18217,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.18306950000000002,16,7,9
Austria,1978,0.136,-0.23995,0.511,0.84539,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.40289400000000003,4,8,-4
Belgium,1978,-0.133,-0.14655,0.664,0.49414,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.24386649999999999,12,14,-2
Denmark,1978,0.314,-0.13606,0.812,0.54461,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.42680450000000003,3,3,0
Algeria,1978,-1.021,0.73913,-1.851,-1.13219,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9618969999999999,221,194,27
Hungary,1978,-0.792,-0.45861,0.423,0.38603,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.08668100000000004,58,61,-3
Greece,1978,-0.654,0.13436,0.942,0.02297,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.020393500000000002,31,18,13
Indonesia,1978,-0.893,0.02162,-1.143,-1.24183,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9278975,209,165,44
Ireland,1978,-0.82,-0.45995,0.515,-0.0469,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.22840749999999993,81,70,11
Spain,1978,-0.715,-0.56302,0.369,0.0275,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.21552799999999997,79,77,2
Ecuador,1978,-0.913,-0.1502,-0.683,-0.8455,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.728955,149,131,18
Finland,1978,-0.388,-0.42929,0.518,0.26876,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.016872500000000012,33,33,0
Georgia,1978,-0.962,-0.46306,0.308,0.41469,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1513175,67,78,-11
United Kingdom,1978,-0.638,-0.42354,0.692,0.13367,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.06974650000000002,53,37,16
France,1978,-0.47,-0.2012,0.585,0.06361,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.03191650000000001,41,29,12
Malaysia,1979,-0.928,-0.47135,0.083,-0.09687,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.366407,103,102,1
Malta,1979,-0.746,-0.27577,0.495,0.02792,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1563935,72,63,9
Norway,1979,0.294,-0.11916,0.679,0.39744,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.34523,11,7,4
Nicaragua,1979,-0.417,-1.07656,-1.62,-0.82876,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.90065,200,227,-27
Netherlands,1979,0.313,0.20692,1.014,1.44439,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.8332744999999999,1,1,0
Nepal,1979,-0.762,-0.3934,-1.664,-0.93788,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9486679999999998,219,218,1
New Zealand,1979,-0.655,0.22666,0.573,0.19039,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.01873549999999999,36,28,8
Mexico,1979,-0.856,-0.37122,-0.174,-0.51708,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.5282609999999999,132,121,11
Pakistan,1979,-0.88,-0.00572,-1.429,-1.28979,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-1.0020845,235,199,36
Kuwait,1979,0.542,0.01682,0.426,0.33846,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.36878399999999995,7,8,-1
Morocco,1979,-0.817,-0.30882,-1.419,-0.86758,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.878876,194,198,-4
Panama,1979,-0.755,-0.40472,0.327,0.05814,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.20145899999999994,80,75,5
Philippines,1979,-0.943,-0.19356,-0.884,-0.50139,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.6642205,149,141,8
Thailand,1979,-0.866,-0.43471,0.095,0.06657,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.28270699999999993,93,93,0
Japan,1979,-0.054,-0.09428,0.58,0.57787,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.28791249999999996,15,15,0
Uruguay,1979,-0.88,-0.3266,0.474,0.50252,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.04230800000000001,48,61,-13
United States,1979,0.129,-0.14481,0.723,0.58208,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.3653065,8,10,-2
South Africa,1979,-0.888,-0.0054,-1.14,-1.25077,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9329794999999999,215,170,45
Portugal,1979,-0.879,-0.64156,0.5,0.49714,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.08593500000000001,60,68,-8
Qatar,1979,0.246,-0.1538,0.377,0.78414,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.40057899999999996,4,14,-10
Peru,1979,-0.797,-0.43945,-1.147,-1.00753,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.887053,196,186,10
Saudi Arabia,1979,0.297,-1.44917,-0.811,-0.31949,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.402297,111,136,-25
Singapore,1979,-0.321,-0.12419,0.525,-0.06814,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.03377749999999998,45,36,9
Sweden,1979,0.537,-0.01601,0.867,1.03285,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.6935959999999999,2,2,0
Jordan,1979,-0.848,-0.48766,-0.086,-0.50946,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.52306,130,119,11
Tunisia,1979,-0.894,-0.51793,-0.072,-0.36065,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.486517,125,118,7
Italy,1979,-0.664,-0.16893,0.483,0.09228,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.09564149999999999,64,51,13
Canada,1979,-0.434,-0.08672,0.732,0.24232,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.08800400000000003,29,24,5
Switzerland,1979,0.264,0.06759,0.632,0.21867,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.292273,14,9,5
Chile,1979,-0.831,-0.38166,0.107,0.11923,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.24341849999999998,88,88,0
China,1979,-0.802,-0.48471,-0.253,-0.62358,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.5821595,136,127,9
Colombia,1979,-1.015,-0.53161,0.053,-0.34654,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.49493049999999994,127,113,14
Costa Rica,1979,-0.767,-0.28616,0.329,0.02497,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.19848449999999995,79,71,8
Cyprus,1979,-0.962,-0.4379,0.391,0.453,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.11753499999999997,67,72,-5
Germany,1979,0.293,-0.18489,0.451,0.68261,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.38928,5,13,-8
Brazil,1979,-0.553,-0.54715,-0.281,-0.297,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.40812250000000005,113,112,1
Denmark,1979,0.397,-0.12188,0.824,0.26208,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.357346,10,4,6
Poland,1979,-0.231,-0.06896,0.438,-0.09976,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.026959999999999977,44,35,9
United Arab Emirates,1979,1.395,-0.73393,-0.091,-0.13785,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.24196299999999998,16,29,-13
Argentina,1979,-0.442,-0.09332,-0.037,0.04435,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1384755,70,70,0
Australia,1979,-0.453,-0.33461,0.792,0.49425,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.145296,21,25,-4
Austria,1979,0.017,-0.27414,0.542,0.44785,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.2291265,17,18,-1
Belgium,1979,0.411,-0.32373,0.75,0.20085,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.295038,13,12,1
Bahrain,1979,0.255,-0.36299,0.285,-0.02054,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.0718625,32,32,0
Hungary,1979,-0.666,-0.1215,0.472,0.12978,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.078202,58,46,12
Indonesia,1979,-0.983,0.31125,-1.271,-1.07373,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8782179999999999,193,164,29
India,1979,-0.801,-0.49203,-0.979,-0.96091,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.846223,190,171,19
Ireland,1979,-0.63,0.14165,0.54,-0.07747,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.08686699999999999,61,37,24
Iceland,1979,0.084,0.20426,0.764,0.67234,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.443958,3,3,0
Israel,1979,-0.556,-0.12749,0.818,0.45293,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.136202,23,21,2
Algeria,1979,-0.742,-0.53645,-1.267,-0.759,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8221175000000001,186,194,-8
Greece,1979,-0.384,-0.10217,0.852,0.03422,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.05185150000000001,33,22,11
Ecuador,1979,-0.674,-0.62678,-0.363,-0.15357,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.4225665,118,124,-6
Spain,1979,-0.481,0.29803,0.516,0.34261,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.12351800000000004,24,20,4
France,1979,-0.064,0.00304,0.741,0.6929,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.371971,6,6,0
United Kingdom,1979,-0.558,0.11707,0.705,0.46486,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.15386149999999996,20,17,3
Georgia,1979,-0.962,-0.53596,0.424,0.36421,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.15672049999999996,73,77,-4
Finland,1979,-0.39,-0.43915,0.488,0.09969,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.05038099999999999,49,49,0
Malaysia,1980,-0.704,-0.60178,-0.367,-0.06969,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.3992585,113,124,-11
Nicaragua,1980,-0.823,-0.47627,-1.147,-1.02518,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9065535,208,199,9
Panama,1980,-0.712,-0.22803,0.159,0.14756,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.1643585,85,87,-2
Norway,1980,0.278,-0.20422,0.697,0.73092,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.44798899999999997,6,9,-3
Nepal,1980,-0.866,-0.02171,-1.694,-1.29332,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-1.0545185,240,218,22
New Zealand,1980,-0.323,-0.26255,0.495,0.15847,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.018181999999999997,42,42,0
Pakistan,1980,-0.91,0.06167,-1.27,-1.07372,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8935515,202,178,24
Peru,1980,-0.761,-0.48913,-1.147,-1.05088,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8988775,204,193,11
Netherlands,1980,0.436,-0.10563,0.967,1.0341,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.6702905,2,2,0
Kuwait,1980,0.358,-0.08665,0.408,0.65582,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.40553949999999994,11,17,-6
Philippines,1980,-0.895,0.02648,-1.119,-1.14014,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.887377,198,167,31
Morocco,1980,-0.757,-0.46064,-1.418,-0.89899,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8944424999999999,203,207,-4
Mexico,1980,-0.846,-0.47512,-0.143,-0.26513,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.44646349999999996,122,118,4
Malta,1980,-0.719,-0.41809,0.397,-0.15395,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.25289599999999995,99,88,11
Tunisia,1980,-0.938,0.08849,-0.609,-0.93909,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.7186079999999999,156,130,26
Uruguay,1980,-0.771,-0.19751,0.468,0.25056,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.07963049999999999,65,58,7
United States,1980,0.419,-0.22765,0.747,0.36496,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.3686885,15,11,4
South Africa,1980,-0.913,0.08917,-1.122,-0.95519,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.819241,190,158,32
Thailand,1980,-0.959,-0.18727,-0.619,-0.92612,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.7637324999999999,174,139,35
Portugal,1980,-0.735,-0.42923,0.525,0.07193,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.15470899999999999,83,73,10
Qatar,1980,0.532,-0.00699,0.427,0.34185,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.363599,16,14,2
Saudi Arabia,1980,0.239,-1.53698,-0.676,-0.2158,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.36957700000000004,110,131,-21
Singapore,1980,-0.662,0.09882,0.525,0.33773,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.03942849999999999,39,35,4
Sweden,1980,0.281,-0.13559,0.558,0.73448,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.43262950000000006,7,13,-6
Brazil,1980,-0.542,-0.77488,-0.34,-0.44204,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.5015459999999999,128,127,1
Canada,1980,-0.008,-0.19722,0.75,0.66926,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.352258,18,16,2
Switzerland,1980,0.321,-0.04973,0.777,0.40298,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.3852835,14,7,7
Chile,1980,-0.835,-0.43145,0.104,0.09404,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.2615035,100,101,-1
China,1980,-0.839,-0.22884,-0.373,-0.37139,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.4906125,127,121,6
Colombia,1980,-1.042,-0.34687,0.115,-0.06883,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.36572099999999996,109,104,5
Costa Rica,1980,-0.88,-0.64519,0.5,0.4915,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.08875350000000004,70,85,-15
Cyprus,1980,-0.838,-0.09325,0.372,0.25795,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.10070499999999992,75,66,9
Germany,1980,0.575,0.04875,0.519,0.58892,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.48973449999999996,4,4,0
Denmark,1980,0.365,0.098,0.805,0.34174,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.404809,13,3,10
Bahrain,1980,-0.088,-0.54211,0.303,-0.11913,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.08881199999999999,71,68,3
Poland,1980,-0.469,0.5282,0.457,0.56008,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.22595800000000002,20,19,1
Bulgaria,1980,-0.808,-0.19141,0.478,0.39119,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.03859499999999999,55,51,4
United Arab Emirates,1980,1.958,-0.72833,-0.078,-0.12107,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.42017599999999994,9,18,-9
Australia,1980,-0.464,-0.33053,0.896,0.40312,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.13151250000000003,25,24,1
Austria,1980,0.41,-0.22721,0.535,0.83254,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.48730749999999995,5,12,-7
Belgium,1980,0.544,-0.40407,0.738,0.50521,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.427013,8,10,-2
Algeria,1980,-0.877,-0.00393,-1.395,-1.28233,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9915050000000001,229,200,29
Argentina,1980,-0.305,-0.07862,-0.043,-0.00232,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.11270499999999999,76,76,0
Hungary,1980,-0.859,-0.21187,0.404,0.38588,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.07362249999999998,62,67,-5
Indonesia,1980,-1.023,0.75053,-1.142,-1.03047,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.783385,179,136,43
India,1980,-0.899,0.10081,-1.083,-0.79271,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.7486269999999999,168,149,19
Ireland,1980,-0.303,-0.43628,0.618,0.41131,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.11121650000000001,31,36,-5
Israel,1980,-0.397,-0.30456,0.465,0.17989,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.008822499999999983,46,46,0
Italy,1980,-0.155,0.12328,0.526,0.09273,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.10964750000000001,32,22,10
Jordan,1980,-0.674,-0.49465,-0.061,-0.3216,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.4011575,114,109,5
Japan,1980,-0.299,-0.43781,0.637,0.41151,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.116057,29,33,-4
Iceland,1980,-0.295,-0.64708,0.662,0.65212,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.17508,23,34,-11
Ecuador,1980,-0.871,-0.58812,-0.162,-0.27127,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.47686249999999997,125,122,3
Spain,1980,-0.408,-0.16843,0.577,0.06884,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.008170499999999976,45,41,4
Finland,1980,-0.232,0.08523,0.642,0.17732,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.13364650000000003,24,21,3
France,1980,0.312,0.06642,0.892,2.22961,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,1.0623265,1,1,0
Greece,1980,-0.437,-0.17279,0.834,-0.05425,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.009205999999999999,47,29,18
United Kingdom,1980,-0.032,-0.07579,0.723,0.66623,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.356812,17,15,2
Georgia,1980,-0.872,-0.61172,0.278,0.03184,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.286614,103,102,1
Ecuador,1981,-0.958,-0.51263,-0.107,-0.43643,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.538445,133,128,5
Denmark,1981,0.388,-0.40007,0.793,0.17152,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.27502150000000003,18,16,2
Germany,1981,0.005,-0.26672,0.5,0.58517,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.26630149999999997,19,25,-6
Cyprus,1981,-0.875,-0.14067,0.436,0.58564,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.008573499999999984,46,53,-7
Costa Rica,1981,-0.891,-0.66215,0.63,0.13346,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.19391149999999996,91,87,4
Algeria,1981,-0.919,0.08988,-1.305,-1.1155,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.913643,210,186,24
Spain,1981,-0.648,0.58011,0.771,0.44382,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.20215349999999999,24,12,12
Georgia,1981,-0.949,-0.54379,0.309,0.37872,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.17191649999999992,89,95,-6
Greece,1981,-0.348,0.07674,0.925,0.20715,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.16461350000000002,25,18,7
France,1981,-0.053,-0.56803,0.912,0.40745,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.22390299999999996,22,24,-2
Finland,1981,-0.01,-0.23074,0.714,0.54233,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.2950045,17,20,-3
United Kingdom,1981,-0.225,0.17701,0.683,0.58573,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.300657,16,13,3
Belgium,1981,0.227,-0.19619,0.757,0.52313,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.373167,11,9,2
Austria,1981,-0.015,-0.09549,0.686,0.62075,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.335639,14,14,0
Australia,1981,0.337,0.15032,0.877,1.05965,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.6699255,2,2,0
United Arab Emirates,1981,1.901,-0.63731,-0.072,-0.14006,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.41128250000000005,8,21,-13
Argentina,1981,-0.179,-0.17949,-0.025,0.09222,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.053346500000000005,58,71,-13
Bulgaria,1981,-0.808,-0.19141,0.478,0.39119,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.03859499999999999,54,56,-2
Bahrain,1981,0.057,-0.60416,0.184,-0.13164,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.08279799999999998,68,72,-4
China,1981,-0.765,-0.31609,0.029,-0.19349,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.33883499999999994,109,108,1
Chile,1981,-0.858,-0.47465,0.153,0.1133,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.2583425,102,103,-1
Switzerland,1981,0.609,-0.04999,0.874,0.59032,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5566135,5,4,1
Canada,1981,0.302,-0.26107,0.738,0.6574,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.4291295,6,8,-2
Brazil,1981,-0.173,-1.32836,-0.345,-0.29588,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.423712,123,133,-10
Colombia,1981,-1.098,-0.50583,0.109,-0.09735,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.41754700000000006,122,113,9
Sweden,1981,0.225,-0.10342,0.602,0.40938,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.31567,15,15,0
Singapore,1981,-0.624,-0.11608,0.634,0.20699,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.005365500000000023,48,33,15
Saudi Arabia,1981,0.247,-0.30333,-0.046,0.10208,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.0551285,34,54,-20
Qatar,1981,0.5,-0.64959,0.268,-0.51927,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.075583,65,55,10
Portugal,1981,-0.788,-0.58468,0.488,0.47001,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.061998499999999984,62,75,-13
Philippines,1981,-0.791,-0.41106,-1.119,-1.06968,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8971469999999999,206,194,12
Peru,1981,-0.786,-0.50119,-1.141,-1.01147,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.893193,205,199,6
Panama,1981,-0.934,-0.61197,0.327,0.44016,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.15253950000000002,83,94,-11
Pakistan,1981,-0.985,0.2261,-1.252,-1.11104,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.9008489999999999,207,175,32
Poland,1981,-0.264,-0.29103,0.494,0.14737,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.027524999999999994,39,36,3
Slovenia,1981,0.41,-0.22321,0.543,1.04513,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.5639139999999999,4,6,-2
Mongolia,1981,-1.027,0.77709,-1.4,-1.13219,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.8678029999999999,198,154,44
South Africa,1981,-0.845,-0.53465,-0.915,-0.84175,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,-0.81131,186,173,13
United States,1981,0.327,-0.28964,0.713,0.61065,Scenario_4_30_15_20_35,0.3,0.15,0.2,0.35,0.4109815,9,10,-1
